ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100001016,Female,Non-Single,32,Graduate School,171052,Self-Employed,Large
100001017,Male,Single,64,University,130492,Employee,Large
100001018,Male,Single,68,University,135705,Employee,Medium
100001019,Female,Non-Single,55,University,171804,Self-Employed,Large
100001020,Male,Single,73,University,192167,Self-Employed,Medium
100001021,Female,Non-Single,34,Graduate School,134377,Employee,Large
100001022,Male,Non-Single,44,University,146716,Employee,Medium
100001023,Male,Single,58,University,267872,Employee,Medium
100001024,Female,Non-Single,65,University,142193,Unemployed,Medium
100001025,Female,Non-Single,56,University,183765,Employee,Medium
100001026,Female,Non-Single,42,University,218664,Self-Employed,Large
100001027,Female,Non-Single,65,Graduate School,145174,Employee,Large
100001028,Male,Single,72,University,224961,Self-Employed,Large
100001029,Female,Non-Single,45,University,262634,Self-Employed,Large
100001030,Male,Single,68,University,287106,Self-Employed,Large
100001031,Male,Single,60,University,166298,Self-Employed,Medium
100001032,Female,Non-Single,30,Graduate School,133328,Unemployed,Large
100001033,Male,Single,63,University,129798,Employee,Medium
100001034,Male,Single,57,University,281084,Self-Employed,Medium
100001035,Female,Non-Single,46,University,160678,Employee,Large
100001036,Female,Non-Single,70,Graduate School,167532,Employee,Medium
100001037,Male,Single,65,University,178591,Employee,Large
100001038,Male,Single,63,University,273063,Self-Employed,Large
100001039,Male,Non-Single,54,University,149410,Employee,Large
100001040,Male,Non-Single,49,University,124658,Employee,Large
100001041,Female,Non-Single,64,University,153645,Employee,Large
100001042,Female,Non-Single,61,University,308529,Self-Employed,Large
100001043,Female,Non-Single,57,University,155062,Employee,Large
100001044,Female,Non-Single,42,University,199654,Employee,Large
100001045,Male,Single,62,University,124723,Employee,Large
100001046,Female,Non-Single,41,University,127752,Employee,Large
100001047,Female,Non-Single,51,University,157595,Self-Employed,Medium
100001048,Female,Non-Single,38,University,135534,Employee,Large
100001049,Female,Non-Single,56,University,166264,Self-Employed,Large
100001050,Female,Non-Single,43,University,147259,Employee,Medium
100001051,Female,Non-Single,48,University,161116,Employee,Medium
100001052,Male,Single,61,University,139380,Employee,Medium
100001053,Male,Non-Single,48,University,213768,Self-Employed,Large
100001054,Male,Single,68,University,125903,Employee,Large
100001055,Female,Non-Single,62,University,163940,Employee,Medium
100001056,Female,Non-Single,56,University,173378,Self-Employed,Large
100001057,Female,Non-Single,53,University,126847,Employee,Medium
100001058,Male,Non-Single,33,Graduate School,166712,Employee,Large
100001059,Female,Non-Single,60,University,189166,Employee,Medium
100001060,Female,Non-Single,47,University,161714,Employee,Medium
100001061,Male,Non-Single,25,Graduate School,214364,Self-Employed,Large
100001062,Male,Single,64,University,184680,Employee,Medium
100001063,Male,Single,73,University,214732,Self-Employed,Medium
100001064,Male,Non-Single,66,University,152527,Employee,Medium
100001065,Female,Non-Single,76,Graduate School,170366,Self-Employed,Medium
100001066,Female,Non-Single,60,University,194532,Self-Employed,Medium
100001067,Female,Non-Single,57,University,125883,Employee,Large
100001068,Male,Non-Single,30,Graduate School,131242,Employee,Large
100001069,Male,Non-Single,43,University,159880,Self-Employed,Medium
100001070,Male,Single,57,University,165519,Employee,Large
100001071,Male,Non-Single,51,University,149653,Employee,Medium
100001072,Female,Non-Single,61,University,134102,Employee,Medium
100001073,Male,Single,64,University,159378,Self-Employed,Large
100001074,Male,Non-Single,41,University,205476,Self-Employed,Medium
100001075,Male,Non-Single,43,University,280566,Self-Employed,Large
100001076,Male,Non-Single,67,Graduate School,71823,Unemployed,Large
100001077,Female,Non-Single,71,Graduate School,211572,Self-Employed,Medium
100001078,Male,Single,59,University,136123,Employee,Medium
100001079,Male,Non-Single,60,University,176372,Employee,Medium
100001080,Female,Non-Single,60,University,128271,Employee,Medium
100001081,Female,Non-Single,45,University,169020,Self-Employed,Large
100001082,Male,Single,63,University,122267,Employee,Large
100001083,Male,Non-Single,38,Graduate School,169324,Self-Employed,Large
100001084,Female,Non-Single,46,University,192561,Self-Employed,Medium
100001085,Male,Non-Single,55,University,145781,Employee,Large
100001086,Male,Non-Single,50,University,135376,Employee,Medium
100001087,Female,Non-Single,30,Graduate School,169002,Self-Employed,Large
100001088,Male,Single,63,University,128469,Employee,Large
100001089,Male,Single,67,University,135567,Employee,Medium
100001090,Female,Non-Single,54,University,170644,Self-Employed,Large
100001091,Male,Single,71,University,192360,Self-Employed,Medium
100001092,Female,Non-Single,32,Graduate School,133235,Employee,Large
100001093,Female,Non-Single,45,University,260847,Self-Employed,Large
100001094,Male,Single,65,University,285647,Self-Employed,Large
100001095,Male,Single,62,University,164816,Self-Employed,Medium
100001096,Female,Non-Single,28,Graduate School,130148,Unemployed,Large
100001097,Male,Single,65,University,129838,Employee,Medium
100001098,Male,Single,57,University,281647,Self-Employed,Medium
100001099,Female,Non-Single,48,University,157305,Employee,Large
100001100,Female,Non-Single,71,Graduate School,163654,Employee,Medium
100001101,Male,Single,38,High School,82398,Employee,Medium
100001102,Male,Non-Single,40,High School,107710,Employee,Medium
100001103,Male,Single,49,High School,122346,Employee,Medium
100001104,Male,Non-Single,32,High School,155540,Self-Employed,Medium
100001105,Male,Single,45,High School,127572,Employee,Medium
100001106,Male,Single,40,High School,154031,Self-Employed,Medium
100001107,Male,Single,66,University,164931,Self-Employed,Large
100001108,Male,Single,38,High School,123003,Employee,Large
100001109,Male,Non-Single,20,High School,89605,Employee,Medium
100001110,Male,Single,48,High School,117721,Employee,Medium
100001111,Male,Non-Single,46,University,168904,Self-Employed,Medium
100001112,Male,Single,32,High School,137576,Self-Employed,Large
100001113,Male,Single,54,High School,111274,Employee,Medium
100001114,Male,Non-Single,24,High School,94249,Self-Employed,Large
100001115,Male,Non-Single,27,High School,180940,Self-Employed,Medium
100001116,Male,Single,57,High School,125032,Employee,Large
100001117,Male,Single,38,High School,138011,Self-Employed,Medium
100001118,Male,Single,40,High School,144850,Employee,Medium
100001119,Male,Non-Single,20,High School,107270,Employee,Large
100001120,Male,Single,36,High School,113405,Self-Employed,Large
100001121,Male,Single,47,High School,137338,Employee,Large
100001122,Male,Single,64,University,125119,Unemployed,Large
100001123,Male,Single,42,High School,159745,Self-Employed,Large
100001124,Male,Single,44,High School,181262,Self-Employed,Large
100001125,Male,Non-Single,30,High School,90500,Self-Employed,Large
100001126,Male,Single,37,High School,102733,Employee,Medium
100001127,Male,Single,42,High School,135493,Employee,Large
100001128,Male,Non-Single,62,University,169044,Employee,Medium
100001129,Male,Single,49,High School,178549,Employee,Large
100001130,Male,Single,52,High School,159716,Employee,Large
100001131,Male,Non-Single,36,High School,170118,Self-Employed,Medium
100001132,Male,Single,49,High School,143886,Unemployed,Medium
100001133,Male,Single,42,High School,130164,Self-Employed,Large
100001134,Male,Single,38,High School,114476,Employee,Medium
100001135,Male,Single,50,High School,126143,Employee,Medium
100001136,Male,Non-Single,34,High School,129654,Self-Employed,Large
100001137,Male,Single,43,High School,123202,Employee,Large
100001138,Male,Single,40,High School,160524,Employee,Medium
100001139,Male,Single,56,University,126906,Employee,Medium
100001140,Male,Single,41,High School,143994,Self-Employed,Large
100001141,Male,Non-Single,30,High School,123517,Self-Employed,Large
100001142,Male,Non-Single,28,High School,129055,Employee,Large
100001143,Male,Single,64,University,136312,Unemployed,Large
100001144,Male,Single,67,University,112486,Employee,Large
100001145,Male,Single,37,High School,152401,Self-Employed,Medium
100001146,Male,Single,31,High School,157453,Self-Employed,Medium
100001147,Male,Single,32,High School,142870,Self-Employed,Large
100001148,Male,Non-Single,52,University,137231,Employee,Large
100001149,Male,Non-Single,31,High School,104406,Employee,Medium
100001150,Male,Single,36,High School,145385,Self-Employed,Medium
100001151,Male,Non-Single,32,High School,146519,Self-Employed,Medium
100001152,Male,Single,51,High School,126227,Employee,Large
100001153,Male,Single,47,High School,112227,Self-Employed,Medium
100001154,Male,Non-Single,34,High School,110145,Employee,Large
100001155,Male,Non-Single,46,University,149419,Employee,Medium
100001156,Male,Non-Single,42,High School,176646,Employee,Medium
100001157,Male,Single,39,High School,91019,Self-Employed,Medium
100001158,Male,Single,50,High School,169579,Employee,Large
100001159,Male,Single,42,High School,142305,Employee,Large
100001160,Male,Non-Single,36,High School,130602,Employee,Medium
100001161,Male,Non-Single,18,High School,98992,Employee,Medium
100001162,Male,Single,35,High School,181926,Self-Employed,Large
100001163,Male,Single,38,High School,152864,Employee,Large
100001164,Male,Single,39,High School,135837,Self-Employed,Large
100001165,Male,Non-Single,24,High School,121757,Unemployed,Large
100001166,Male,Single,41,High School,182274,Employee,Medium
100001167,Male,Single,36,High School,149040,Self-Employed,Large
100001168,Male,Single,37,High School,154196,Self-Employed,Large
100001169,Male,Non-Single,45,University,135332,Employee,Medium
100001170,Male,Single,41,High School,134200,Self-Employed,Large
100001171,Male,Single,36,High School,177171,Self-Employed,Large
100001172,Male,Single,38,High School,115964,Unemployed,Large
100001173,Male,Single,38,High School,136871,Unemployed,Medium
100001174,Male,Non-Single,53,University,159559,Self-Employed,Large
100001175,Male,Single,35,High School,113878,Employee,Large
100001176,Male,Single,48,High School,171203,Self-Employed,Large
100001177,Male,Single,36,High School,102180,Employee,Large
100001178,Male,Non-Single,22,High School,116844,Self-Employed,Medium
100001179,Male,Single,35,High School,139844,Self-Employed,Large
100001180,Male,Single,42,High School,156431,Unemployed,Medium
100001181,Male,Single,39,High School,116137,Unemployed,Medium
100001182,Male,Single,31,High School,143081,Employee,Medium
100001183,Male,Single,33,High School,155870,Self-Employed,Large
100001184,Male,Non-Single,31,High School,106924,Unemployed,Medium
100001185,Male,Single,42,High School,102133,Employee,Medium
100001186,Male,Single,61,University,145227,Unemployed,Medium
100001187,Male,Single,38,High School,159500,Self-Employed,Large
100001188,Male,Single,33,High School,98498,Unemployed,Medium
100001189,Male,Single,48,High School,159714,Employee,Large
100001190,Male,Single,31,High School,121852,Unemployed,Medium
100001191,Male,Single,52,High School,141271,Self-Employed,Large
100001192,Male,Non-Single,27,High School,123213,Employee,Large
100001193,Male,Single,40,High School,143723,Self-Employed,Medium
100001194,Male,Single,34,High School,112538,Unemployed,Medium
100001195,Male,Non-Single,26,High School,97932,Self-Employed,Large
100001196,Male,Single,30,High School,154003,Unemployed,Medium
100001197,Male,Single,53,High School,177179,Employee,Medium
100001198,Male,Single,45,High School,128052,Employee,Large
100001199,Male,Single,32,High School,114617,Self-Employed,Medium
100001200,Male,Single,35,High School,182822,Self-Employed,Large
100001201,Male,Non-Single,26,High School,177215,Employee,Large
100001202,Male,Single,30,High School,110929,Employee,Medium
100001203,Male,Single,37,High School,111821,Employee,Medium
100001204,Male,Single,32,High School,97306,Self-Employed,Medium
100001205,Male,Non-Single,40,High School,157231,Employee,Medium
100001206,Male,Single,44,High School,126906,Unemployed,Large
100001207,Male,Single,43,High School,133243,Employee,Large
100001208,Male,Single,51,High School,112250,Employee,Medium
100001209,Male,Single,37,High School,104349,Unemployed,Medium
100001210,Male,Single,33,High School,151421,Employee,Large
100001211,Male,Non-Single,32,High School,178081,Self-Employed,Medium
100001212,Male,Single,35,High School,110181,Unemployed,Large
100001213,Male,Non-Single,30,High School,113012,Employee,Medium
100001214,Male,Non-Single,35,High School,154585,Self-Employed,Large
100001215,Male,Single,40,High School,144704,Self-Employed,Medium
100001216,Male,Single,37,High School,141632,Self-Employed,Large
100001217,Male,Single,37,High School,105055,Employee,Large
100001218,Male,Single,37,High School,124597,Employee,Large
100001219,Male,Single,53,High School,160164,Self-Employed,Medium
100001220,Male,Single,34,High School,151754,Self-Employed,Medium
100001221,Male,Single,51,High School,155551,Employee,Medium
100001222,Male,Non-Single,26,High School,94986,Employee,Large
100001223,Male,Single,34,High School,175800,Unemployed,Medium
100001224,Male,Single,51,High School,126246,Self-Employed,Medium
100001225,Male,Single,33,High School,116261,Employee,Large
100001226,Male,Non-Single,32,High School,117796,Unemployed,Large
100001227,Male,Single,39,High School,115363,Employee,Medium
100001228,Male,Single,53,High School,169076,Employee,Medium
100001229,Male,Single,34,High School,97474,Self-Employed,Large
100001230,Male,Single,37,High School,140341,Employee,Large
100001231,Male,Non-Single,28,High School,114503,Employee,Medium
100001232,Male,Non-Single,25,High School,102937,Employee,Large
100001233,Male,Single,36,High School,151781,Self-Employed,Large
100001234,Male,Non-Single,36,High School,123133,Employee,Large
100001235,Male,Single,35,High School,118879,Employee,Large
100001236,Male,Non-Single,21,High School,158683,Employee,Medium
100001237,Male,Non-Single,29,High School,107514,Employee,Large
100001238,Male,Single,60,University,193879,Employee,Medium
100001239,Male,Single,45,High School,135043,Employee,Medium
100001240,Male,Non-Single,56,University,108559,Unemployed,Medium
100001241,Male,Non-Single,30,High School,121038,Employee,Large
100001242,Male,Single,52,High School,151947,Self-Employed,Large
100001243,Male,Non-Single,26,High School,118820,Employee,Medium
100001244,Male,Single,43,High School,121517,Employee,Medium
100001245,Male,Single,34,High School,113572,Employee,Medium
100001246,Male,Non-Single,22,High School,131170,Employee,Large
100001247,Male,Single,42,High School,92430,Unemployed,Medium
100001248,Male,Single,38,High School,124554,Unemployed,Medium
100001249,Male,Non-Single,29,High School,115988,Employee,Large
100001250,Male,Single,44,High School,107301,Employee,Large
100001251,Male,Non-Single,29,High School,103767,Self-Employed,Medium
100001252,Male,Single,44,High School,141493,Employee,Large
100001253,Male,Single,38,High School,154339,Employee,Large
100001254,Male,Non-Single,26,High School,112369,Unemployed,Medium
100001255,Male,Single,53,High School,158193,Employee,Medium
100001256,Male,Single,43,High School,143734,Employee,Medium
100001257,Male,Single,33,High School,121890,Employee,Medium
100001258,Male,Single,52,High School,127609,Unemployed,Medium
100001259,Male,Non-Single,26,High School,94650,Unemployed,Large
100001260,Male,Single,38,High School,175504,Self-Employed,Medium
100001261,Male,Single,47,High School,165495,Employee,Large
100001262,Male,Non-Single,26,High School,120389,Employee,Medium
100001263,Male,Non-Single,36,High School,165340,Employee,Medium
100001264,Male,Single,36,High School,119804,Employee,Medium
100001265,Male,Single,57,University,154344,Self-Employed,Medium
100001266,Male,Non-Single,31,High School,106266,Self-Employed,Large
100001267,Male,Single,45,High School,136129,Employee,Medium
100001268,Male,Single,40,High School,151914,Self-Employed,Medium
100001269,Male,Non-Single,21,High School,121473,Employee,Medium
100001270,Male,Single,46,High School,127147,Employee,Large
100001271,Male,Single,35,High School,125387,Employee,Large
100001272,Male,Non-Single,31,High School,139490,Unemployed,Large
100001273,Male,Single,51,High School,124990,Employee,Large
100001274,Male,Non-Single,21,High School,101471,Self-Employed,Medium
100001275,Male,Single,48,High School,155708,Employee,Medium
100001276,Male,Single,48,High School,142345,Employee,Large
100001277,Male,Single,68,University,148675,Unemployed,Medium
100001278,Male,Non-Single,45,University,116484,Employee,Large
100001279,Male,Single,35,High School,150237,Self-Employed,Large
100001280,Male,Non-Single,22,High School,100273,Employee,Large
100001281,Male,Single,44,High School,122292,Unemployed,Medium
100001282,Male,Single,52,High School,159216,Employee,Medium
100001283,Male,Single,48,High School,130082,Employee,Large
100001284,Male,Single,33,High School,139547,Employee,Large
100001285,Male,Non-Single,35,High School,122895,Employee,Medium
100001286,Male,Non-Single,64,University,154549,Employee,Medium
100001287,Male,Single,58,High School,149315,Unemployed,Large
100001288,Male,Non-Single,24,High School,118101,Unemployed,Large
100001289,Male,Single,40,High School,115831,Unemployed,Large
100001290,Male,Single,49,High School,118571,Self-Employed,Large
100001291,Male,Single,31,High School,138906,Employee,Large
100001292,Male,Single,46,High School,98520,Employee,Large
100001293,Male,Single,46,High School,106576,Employee,Medium
100001294,Male,Single,49,High School,121592,Employee,Medium
100001295,Male,Single,29,High School,135605,Unemployed,Medium
100001296,Male,Single,37,High School,114552,Employee,Large
100001297,Male,Single,33,High School,151339,Self-Employed,Medium
100001298,Male,Single,71,University,170387,Employee,Large
100001299,Male,Single,35,High School,118288,Employee,Large
100001300,Male,Single,40,High School,109992,Employee,Large
100001301,Female,Single,27,High School,90654,Unemployed,Small
100001302,Female,Single,61,University,113290,Unemployed,Small
100001303,Female,Non-Single,29,High School,100093,Employee,Medium
100001304,Female,Single,33,High School,109489,Employee,Small
100001305,Female,Single,56,University,139427,Unemployed,Small
100001306,Female,Non-Single,27,High School,123411,Employee,Medium
100001307,Female,Non-Single,22,High School,137925,Employee,Small
100001308,Female,Non-Single,19,High School,99119,Employee,Small
100001309,Female,Non-Single,28,High School,91084,Employee,Medium
100001310,Female,Non-Single,24,High School,110137,Employee,Medium
100001311,Female,Non-Single,27,High School,67041,Unemployed,Small
100001312,Female,Non-Single,30,High School,127299,Employee,Medium
100001313,Female,Single,26,High School,84555,Unemployed,Small
100001314,Female,Non-Single,26,High School,123895,Employee,Small
100001315,Female,Non-Single,23,High School,94324,Employee,Medium
100001316,Female,Non-Single,28,High School,96062,Employee,Small
100001317,Female,Non-Single,67,Graduate School,144843,Employee,Small
100001318,Female,Non-Single,27,High School,107485,Employee,Medium
100001319,Female,Non-Single,32,High School,98573,Employee,Small
100001320,Female,Single,24,High School,107462,Unemployed,Small
100001321,Female,Non-Single,28,High School,115809,Employee,Medium
100001322,Female,Single,48,University,118749,Unemployed,Small
100001323,Female,Non-Single,32,High School,139112,Employee,Medium
100001324,Female,Non-Single,25,High School,94075,Employee,Small
100001325,Female,Non-Single,57,University,62002,Unemployed,Small
100001326,Female,Non-Single,28,High School,127262,Employee,Small
100001327,Female,Non-Single,24,High School,122846,Employee,Medium
100001328,Female,Non-Single,25,High School,61907,Unemployed,Small
100001329,Female,Single,31,High School,89287,Unemployed,Small
100001330,Female,Single,33,High School,103696,Employee,Medium
100001331,Female,Non-Single,50,University,147603,Employee,Small
100001332,Female,Non-Single,58,University,139229,Unemployed,Medium
100001333,Female,Non-Single,27,High School,107932,Unemployed,Small
100001334,Female,Non-Single,48,University,116235,Unemployed,Small
100001335,Female,Non-Single,22,High School,85974,Unemployed,Small
100001336,Female,Non-Single,40,High School,124001,Unemployed,Small
100001337,Female,Non-Single,32,High School,121428,Employee,Small
100001338,Female,Single,25,High School,93233,Unemployed,Small
100001339,Female,Non-Single,27,High School,67965,Unemployed,Small
100001340,Female,Non-Single,27,High School,88001,Unemployed,Small
100001341,Female,Non-Single,23,High School,129112,Employee,Small
100001342,Female,Non-Single,32,High School,109324,Employee,Medium
100001343,Female,Non-Single,25,High School,112785,Employee,Medium
100001344,Female,Non-Single,46,University,136735,Unemployed,Small
100001345,Female,Non-Single,21,High School,107779,Employee,Medium
100001346,Female,Non-Single,29,High School,103526,Employee,Small
100001347,Female,Non-Single,31,High School,93171,Unemployed,Small
100001348,Female,Single,26,High School,106559,Unemployed,Small
100001349,Female,Non-Single,23,High School,112728,Employee,Medium
100001350,Female,Single,38,High School,102855,Employee,Medium
100001351,Female,Single,35,High School,85381,Unemployed,Small
100001352,Female,Non-Single,27,High School,100762,Employee,Medium
100001353,Female,Non-Single,22,High School,131445,Employee,Medium
100001354,Female,Non-Single,52,University,123194,Employee,Small
100001355,Female,Non-Single,19,High School,99519,Employee,Medium
100001356,Female,Non-Single,23,High School,112853,Employee,Small
100001357,Female,Single,42,High School,110509,Employee,Small
100001358,Female,Non-Single,27,High School,106446,Employee,Medium
100001359,Female,Non-Single,39,University,89665,Unemployed,Small
100001360,Female,Non-Single,50,University,128233,Employee,Medium
100001361,Female,Non-Single,36,High School,133615,Employee,Small
100001362,Female,Non-Single,25,High School,115833,Employee,Medium
100001363,Female,Non-Single,27,High School,65560,Unemployed,Small
100001364,Female,Non-Single,30,High School,118642,Employee,Small
100001365,Female,Single,22,High School,63635,Unemployed,Small
100001366,Female,Non-Single,27,High School,122649,Employee,Medium
100001367,Female,Single,31,High School,143321,Self-Employed,Medium
100001368,Female,Non-Single,29,High School,99556,Employee,Small
100001369,Female,Single,34,High School,36760,Unemployed,Small
100001370,Female,Single,33,High School,71935,Unemployed,Small
100001371,Female,Non-Single,26,High School,114977,Employee,Small
100001372,Female,Non-Single,36,High School,147691,Employee,Medium
100001373,Female,Non-Single,26,High School,54296,Unemployed,Small
100001374,Female,Non-Single,39,High School,80014,Unemployed,Small
100001375,Female,Non-Single,44,University,77887,Unemployed,Small
100001376,Female,Non-Single,46,University,98517,Unemployed,Small
100001377,Female,Non-Single,31,High School,103012,Unemployed,Small
100001378,Female,Single,26,High School,121377,Employee,Small
100001379,Female,Non-Single,22,High School,91359,Employee,Medium
100001380,Female,Single,48,University,104833,Unemployed,Small
100001381,Female,Non-Single,27,High School,101209,Employee,Small
100001382,Female,Single,30,High School,58207,Unemployed,Small
100001383,Female,Non-Single,27,High School,116708,Employee,Medium
100001384,Female,Non-Single,36,High School,107471,Employee,Medium
100001385,Female,Non-Single,31,High School,128495,Employee,Small
100001386,Female,Single,21,High School,124468,Employee,Small
100001387,Female,Non-Single,26,High School,106922,Employee,Medium
100001388,Female,Single,24,High School,104291,Employee,Small
100001389,Female,Non-Single,29,High School,98204,Employee,Small
100001390,Female,Non-Single,32,High School,127071,Employee,Small
100001391,Female,Non-Single,45,University,85115,Unemployed,Small
100001392,Female,Non-Single,58,University,104013,Unemployed,Small
100001393,Female,Non-Single,25,High School,89863,Employee,Small
100001394,Female,Non-Single,67,Graduate School,135300,Employee,Small
100001395,Female,Non-Single,53,University,107861,Unemployed,Small
100001396,Female,Non-Single,24,High School,123994,Employee,Small
100001397,Female,Single,20,High School,91270,Unemployed,Small
100001398,Female,Non-Single,71,Graduate School,133245,Unemployed,Small
100001399,Female,Non-Single,31,High School,118594,Employee,Medium
100001400,Female,Non-Single,27,High School,40606,Unemployed,Small
100001401,Female,Non-Single,36,High School,129304,Unemployed,Small
100001402,Female,Non-Single,25,High School,113118,Employee,Small
100001403,Female,Single,41,High School,133131,Employee,Small
100001404,Female,Non-Single,30,High School,106876,Employee,Medium
100001405,Female,Non-Single,32,High School,130870,Employee,Medium
100001406,Female,Non-Single,29,High School,125621,Unemployed,Small
100001407,Female,Single,27,High School,78923,Unemployed,Small
100001408,Female,Non-Single,32,High School,123983,Employee,Small
100001409,Female,Non-Single,25,High School,75184,Unemployed,Small
100001410,Female,Single,24,High School,109693,Employee,Small
100001411,Female,Non-Single,63,University,86273,Unemployed,Small
100001412,Female,Single,42,University,113190,Unemployed,Small
100001413,Female,Non-Single,22,High School,109274,Unemployed,Small
100001414,Female,Non-Single,46,University,143489,Employee,Medium
100001415,Female,Non-Single,24,High School,99570,Employee,Medium
100001416,Female,Single,30,High School,139468,Employee,Medium
100001417,Female,Non-Single,44,University,108627,Unemployed,Small
100001418,Female,Single,25,High School,106355,Employee,Small
100001419,Female,Non-Single,27,High School,96952,Employee,Small
100001420,Female,Non-Single,27,High School,141502,Employee,Medium
100001421,Female,Non-Single,34,High School,110420,Employee,Medium
100001422,Female,Non-Single,18,High School,97741,Employee,Medium
100001423,Female,Non-Single,25,High School,99583,Employee,Medium
100001424,Female,Non-Single,21,High School,63698,Unemployed,Small
100001425,Female,Non-Single,26,High School,116688,Employee,Medium
100001426,Female,Non-Single,27,High School,131542,Self-Employed,Medium
100001427,Female,Single,25,High School,136055,Employee,Medium
100001428,Female,Non-Single,30,High School,100195,Employee,Medium
100001429,Female,Single,66,Graduate School,131001,Employee,Small
100001430,Female,Non-Single,25,High School,104062,Employee,Medium
100001431,Female,Non-Single,43,University,137689,Employee,Small
100001432,Female,Non-Single,35,High School,137705,Employee,Medium
100001433,Female,Single,70,Graduate School,69915,Unemployed,Small
100001434,Female,Single,35,High School,68731,Unemployed,Small
100001435,Female,Non-Single,26,High School,105726,Employee,Small
100001436,Female,Single,29,High School,78078,Unemployed,Small
100001437,Female,Non-Single,22,High School,110835,Unemployed,Small
100001438,Female,Single,26,High School,115531,Employee,Medium
100001439,Female,Non-Single,36,High School,92723,Unemployed,Small
100001440,Female,Non-Single,35,High School,107509,Employee,Medium
100001441,Female,Non-Single,28,High School,116763,Employee,Medium
100001442,Female,Non-Single,24,High School,100733,Employee,Small
100001443,Female,Non-Single,34,High School,92652,Unemployed,Small
100001444,Female,Non-Single,25,High School,106987,Employee,Small
100001445,Female,Non-Single,54,University,51882,Unemployed,Small
100001446,Female,Single,46,University,104751,Unemployed,Small
100001447,Female,Non-Single,42,High School,50947,Unemployed,Small
100001448,Female,Single,45,University,126986,Unemployed,Small
100001449,Female,Single,48,University,110223,Unemployed,Small
100001450,Female,Single,21,High School,100591,Unemployed,Small
100001451,Female,Non-Single,31,High School,123257,Employee,Small
100001452,Female,Single,35,High School,137736,Employee,Medium
100001453,Female,Non-Single,36,High School,110221,Employee,Medium
100001454,Female,Non-Single,32,High School,99703,Unemployed,Small
100001455,Female,Non-Single,26,High School,106667,Unemployed,Small
100001456,Female,Non-Single,34,High School,143319,Employee,Small
100001457,Female,Non-Single,65,University,135557,Employee,Medium
100001458,Female,Non-Single,50,University,93390,Unemployed,Small
100001459,Female,Non-Single,39,High School,97577,Employee,Small
100001460,Female,Single,52,University,124196,Unemployed,Small
100001461,Female,Non-Single,36,High School,81136,Unemployed,Small
100001462,Female,Non-Single,29,High School,119439,Employee,Small
100001463,Female,Non-Single,36,High School,145231,Employee,Medium
100001464,Female,Non-Single,36,High School,85623,Unemployed,Small
100001465,Female,Non-Single,27,High School,145373,Employee,Medium
100001466,Female,Non-Single,36,High School,135896,Self-Employed,Medium
100001467,Female,Non-Single,26,High School,106470,Employee,Medium
100001468,Female,Single,57,University,113334,Employee,Medium
100001469,Female,Single,27,High School,100560,Unemployed,Small
100001470,Female,Non-Single,58,University,108442,Unemployed,Small
100001471,Female,Non-Single,27,High School,64472,Unemployed,Small
100001472,Female,Non-Single,49,University,120207,Employee,Small
100001473,Female,Non-Single,43,University,101680,Employee,Small
100001474,Female,Single,45,University,92342,Unemployed,Small
100001475,Female,Non-Single,27,High School,98611,Unemployed,Small
100001476,Female,Non-Single,34,High School,97613,Employee,Medium
100001477,Female,Non-Single,21,High School,82298,Unemployed,Small
100001478,Female,Non-Single,54,University,125302,Employee,Medium
100001479,Female,Non-Single,43,University,108725,Unemployed,Small
100001480,Female,Single,25,High School,85569,Unemployed,Small
100001481,Female,Single,57,University,110372,Unemployed,Small
100001482,Female,Non-Single,26,High School,100511,Employee,Medium
100001483,Female,Single,30,High School,110455,Employee,Small
100001484,Female,Single,58,University,141993,Unemployed,Small
100001485,Female,Non-Single,25,High School,121789,Employee,Medium
100001486,Female,Non-Single,23,High School,138967,Employee,Small
100001487,Female,Single,22,High School,105230,Employee,Small
100001488,Female,Non-Single,21,High School,90656,Employee,Medium
100001489,Female,Non-Single,20,High School,115445,Employee,Medium
100001490,Female,Non-Single,22,High School,59955,Unemployed,Small
100001491,Female,Single,27,High School,126268,Employee,Medium
100001492,Female,Single,24,High School,80830,Unemployed,Small
100001493,Female,Non-Single,23,High School,123625,Employee,Small
100001494,Female,Non-Single,26,High School,102543,Employee,Medium
100001495,Female,Single,28,High School,101948,Employee,Small
100001496,Female,Non-Single,64,Graduate School,142280,Employee,Small
100001497,Female,Non-Single,26,High School,105434,Employee,Medium
100001498,Female,Non-Single,31,High School,106115,Employee,Small
100001499,Female,Single,28,High School,111057,Unemployed,Small
100001500,Female,Non-Single,25,High School,117758,Employee,Medium
100001501,Female,Single,49,University,118396,Unemployed,Small
100001502,Female,Non-Single,33,High School,136260,Employee,Medium
100001503,Female,Single,27,High School,97192,Employee,Small
100001504,Female,Non-Single,59,University,62101,Unemployed,Small
100001505,Female,Non-Single,28,High School,123497,Employee,Small
100001506,Female,Non-Single,24,High School,120326,Employee,Medium
100001507,Female,Non-Single,26,High School,66645,Unemployed,Small
100001508,Female,Single,33,High School,83429,Unemployed,Small
100001509,Female,Single,37,High School,107539,Employee,Medium
100001510,Female,Non-Single,46,University,153880,Employee,Small
100001511,Female,Non-Single,62,University,140178,Unemployed,Medium
100001512,Female,Single,26,High School,100402,Unemployed,Small
100001513,Female,Non-Single,49,University,122158,Unemployed,Small
